order_id,order_date,customer_id,customer_segment,customer_city,customer_country,warehouse_id,warehouse_city,product_category,product_weight_kg,order_value_usd,shipping_method,carrier,distance_km,promised_delivery_days,actual_delivery_days,delivery_status,late_delivery,delivery_delay_days,shipping_cost_usd,package_size,payment_method,order_priority,weather_condition,customer_rating,return_requested,return_reason,delivery_attempts,warehouse_processing_hours,tracking_status
ORD-017778,27-04-2026,CUS-002769,Small Business,Rawalpindi,Pakistan,WH-007,Paris,Beauty,0.32,74.04,International,ParcelPro,8652.1,14,18,In Transit,Yes,4,407.07,Small,Credit Card,Normal,Extreme Heat,3,Yes,Wrong Item,1,5.1,In Transit
ORD-017779,29-03-2026,CUS-004946,Enterprise,Adelaide,Australia,WH-001,New York,Books,0.45,52.45,Standard,PrimeDelivery,794.2,5,6,In Transit,Yes,1,20.29,Small,Credit Card,High,Rain,3,No,None,1,10.3,In Transit
ORD-017780,26-11-2026,CUS-001281,Consumer,Stuttgart,Germany,WH-002,Los Angeles,Home & Kitchen,2,10,Economy,GlobalExpress,362.6,8,10,Delivered,Yes,2,13.87,Large,Debit Card,High,Storm,3,No,None,1,8.3,Delivered
ORD-017781,02-12-2026,CUS-001238,Consumer,Hyderabad,India,WH-002,Los Angeles,Fashion,1.13,194.06,Express,GlobalExpress,906.8,2,3,Delivered,Yes,1,47.09,Medium,Debit Card,Normal,Extreme Heat,2,Yes,Product Defect,1,14.5,Delivered
ORD-017782,26-09-2026,CUS-003950,Small Business,Seville,Spain,WH-005,London,Sports & Fitness,1.45,41.71,Standard,SpeedyCargo,556,4,5,Delivered,Yes,1,25.24,Medium,Credit Card,Normal,Snow,2,Yes,Product Defect,1,9.6,Delivered
ORD-017783,28-02-2026,CUS-002040,Small Business,Manchester,United Kingdom,WH-001,New York,Sports & Fitness,6.93,51.39,Express,SwiftShip,1019.2,3,3,Delivered,No,0,72.33,Large,Digital Wallet,High,Clear,5,No,None,1,10.7,Delivered
ORD-017784,16-10-2026,CUS-004323,Enterprise,Kobe,Japan,WH-006,Berlin,Sports & Fitness,3.52,59.93,International,FastTrack Logistics,3746.1,12,14,Delivered,Yes,2,315.89,Large,PayPal,Normal,Clear,3,No,None,1,3.1,Delivered
ORD-017785,17-09-2026,CUS-002828,Premium,San Diego,United States,WH-004,Toronto,Electronics,0.1,2042.41,International,ParcelPro,3262,12,13,Delivered,Yes,1,136.28,Small,PayPal,Normal,Extreme Heat,3,No,None,1,27.7,Delivered
ORD-017786,17-07-2026,CUS-005932,Premium,Seville,Spain,WH-003,Chicago,Sports & Fitness,2.3,224.13,Standard,FastTrack Logistics,713,4,3,Delayed,No,0,38.13,Large,Digital Wallet,High,Cloudy,3,No,None,1,5.3,Exception
ORD-017787,05-05-2026,CUS-004196,Consumer,Milan,Italy,WH-007,Paris,Electronics,2.71,358.78,Economy,SpeedyCargo,1669.9,9,10,Delivered,Yes,1,45.43,Large,Credit Card,Low,Clear,3,No,None,1,32.1,Delivered
ORD-017788,28-01-2026,CUS-004627,Consumer,Islamabad,Pakistan,WH-001,New York,Beauty,0.35,61.06,Standard,ParcelPro,276.8,4,4,Delivered,No,0,11.04,Small,Digital Wallet,High,Clear,4,No,None,1,13.4,Delivered
ORD-017789,17-07-2026,CUS-002028,Consumer,San Diego,United States,WH-005,London,Grocery,1.97,21.94,Economy,ParcelPro,2573.2,10,12,Delivered,Yes,2,47.23,Medium,Cash on Delivery,High,Storm,4,No,None,1,5.1,Delivered
ORD-017790,06-04-2026,CUS-000061,Consumer,Tokyo,Japan,WH-008,Sydney,Fashion,1.36,37.32,International,SpeedyCargo,1321.5,11,11,Delivered,No,0,76.81,Medium,Credit Card,High,Rain,4,No,None,1,5.9,Delivered
ORD-017791,02-10-2026,CUS-004019,Premium,Houston,United States,WH-005,London,Toys,0.51,201.12,Same Day,ParcelPro,557.5,1,2,Delivered,Yes,1,56.67,Medium,Debit Card,Normal,Snow,3,No,None,1,25.8,Delivered
ORD-017792,20-05-2026,CUS-000749,Consumer,Dusseldorf,Germany,WH-001,New York,Automotive,3.5,412.26,Standard,ParcelPro,1957.6,5,4,Delivered,No,0,71.9,Large,Credit Card,Urgent,Clear,4,No,None,2,1.8,Delivered
ORD-017793,15-08-2026,CUS-002228,Consumer,Cologne,Germany,WH-002,Los Angeles,Beauty,0.32,35.45,Standard,PrimeDelivery,1905.5,5,6,Delivered,Yes,1,42.75,Small,Credit Card,Normal,Rain,2,No,None,1,26.8,Delivered
ORD-017794,01-07-2026,CUS-002046,Consumer,Birmingham,United Kingdom,WH-002,Los Angeles,Automotive,0.1,235.6,Same Day,FastTrack Logistics,1305.3,1,1,Delivered,No,0,77.33,Small,Debit Card,High,Snow,5,No,None,2,3.9,Delivered
ORD-017795,08-04-2026,CUS-001983,Consumer,San Diego,United States,WH-001,New York,Home & Kitchen,11.58,142.41,International,BlueRoute,5374.6,13,16,Delivered,Yes,3,500,Oversized,Credit Card,High,Clear,3,No,None,1,10.6,Delivered
ORD-017796,18-06-2026,CUS-001555,Enterprise,Gold Coast,Australia,WH-002,Los Angeles,Fashion,0.68,113.99,Express,BlueRoute,1215.7,3,4,Delivered,Yes,1,50.82,Medium,Debit Card,Low,Extreme Heat,3,No,None,2,10.7,Delivered
ORD-017797,08-05-2026,CUS-001373,Small Business,Montreal,Canada,WH-006,Berlin,Electronics,0.1,666.47,Economy,SpeedyCargo,2961.2,10,11,Delivered,Yes,1,50.02,Small,Credit Card,High,Cloudy,3,No,None,1,10.4,Delivered
ORD-017798,17-01-2026,CUS-001147,Small Business,Sharjah,United Arab Emirates,WH-007,Paris,Pet Supplies,2.88,56.74,International,FastTrack Logistics,1048.8,11,15,Delivered,Yes,4,122.63,Oversized,Credit Card,Low,Snow,2,Yes,Damaged Package,2,21,Delivered
ORD-017799,16-05-2026,CUS-001979,Enterprise,Singapore,Singapore,WH-003,Chicago,Home & Kitchen,6.4,606.06,International,GlobalExpress,3900.4,12,16,Delivered,Yes,4,447.4,Oversized,Credit Card,Normal,Rain,3,No,None,1,3.9,Delivered
ORD-017800,05-04-2026,CUS-000084,Premium,Liverpool,United Kingdom,WH-003,Chicago,Books,0.54,23.23,Economy,ParcelPro,1187.1,9,11,Delivered,Yes,2,22.85,Medium,PayPal,High,Snow,3,No,None,1,13.6,Delivered
ORD-017801,15-04-2026,CUS-004036,Enterprise,Edmonton,Canada,WH-001,New York,Fashion,0.24,191.13,International,SwiftShip,5449.3,13,17,Delivered,Yes,4,256.75,Small,Credit Card,Low,Cloudy,2,Yes,Not as Described,1,32.2,Delivered
ORD-017802,14-06-2026,CUS-002767,Consumer,Sapporo,Japan,WH-010,Singapore,Grocery,0.1,101.79,Economy,SwiftShip,2375.5,9,10,Delivered,Yes,1,34.6,Small,Debit Card,Low,Cloudy,2,No,None,1,48,Delivered
ORD-017803,20-12-2026,CUS-005865,Premium,Rawalpindi,Pakistan,WH-008,Sydney,Sports & Fitness,0.63,220.29,International,FastTrack Logistics,4856.2,12,19,Delivered,Yes,7,270.86,Medium,PayPal,Low,Storm,3,Yes,Not as Described,1,45.5,Delivered
ORD-017804,12-08-2026,CUS-000872,Consumer,Delhi,India,WH-003,Chicago,Pet Supplies,2.64,10,Standard,FastTrack Logistics,2093.3,5,7,Delivered,Yes,2,71.13,Large,Credit Card,Low,Storm,4,Yes,Wrong Item,2,9.8,Delivered
ORD-017805,24-04-2026,CUS-002534,Consumer,Lahore,Pakistan,WH-001,New York,Sports & Fitness,2.16,127.21,Standard,GlobalExpress,6410.9,8,9,Delivered,Yes,1,237,Large,PayPal,Urgent,Clear,2,Yes,Not as Described,1,7.4,Delivered
ORD-017806,10-06-2026,CUS-002304,Consumer,Chicago,United States,WH-007,Paris,Pet Supplies,7.32,10.38,Standard,BlueRoute,579.9,4,4,Delivered,No,0,36.97,Large,PayPal,High,Clear,4,No,None,1,8.5,Delivered
ORD-017807,08-07-2026,CUS-002601,Enterprise,Dusseldorf,Germany,WH-006,Berlin,Beauty,0.48,102.14,Standard,GlobalExpress,1076.3,5,7,Delivered,Yes,2,25.93,Small,PayPal,Low,Snow,3,No,None,1,30.9,Delivered
ORD-017808,14-12-2026,CUS-000023,Consumer,Kolkata,India,WH-006,Berlin,Toys,1.23,19.09,Standard,FastTrack Logistics,3971.8,7,12,Delivered,Yes,5,113.83,Medium,Debit Card,Normal,Storm,3,No,None,1,22.9,Delivered
ORD-017809,09-05-2026,CUS-001011,Consumer,Hamburg,Germany,WH-005,London,Toys,0.39,156.69,International,BlueRoute,1010.4,11,13,Delivered,Yes,2,45.3,Small,PayPal,Normal,Clear,3,No,None,1,11.8,Delivered
ORD-017810,09-06-2026,CUS-005716,Premium,Sapporo,Japan,WH-002,Los Angeles,Health & Personal Care,0.24,279.17,International,PrimeDelivery,3257.4,12,16,Delivered,Yes,4,151.05,Small,PayPal,Low,Cloudy,3,No,None,1,25.9,Delivered
ORD-017811,02-08-2026,CUS-000374,Consumer,Toronto,Canada,WH-005,London,Grocery,2.42,38.45,International,FastTrack Logistics,5065.9,13,14,Delivered,Yes,1,407.47,Large,PayPal,High,Cloudy,3,Yes,Wrong Item,1,4.8,Delivered
ORD-017812,01-04-2026,CUS-003951,Consumer,Calgary,Canada,WH-009,Dubai,Beauty,1.04,21.36,Economy,FastTrack Logistics,659,8,9,Delivered,Yes,1,19.56,Medium,Credit Card,Normal,Cloudy,2,No,None,1,5.3,Delivered
ORD-017813,06-02-2026,CUS-003043,Consumer,Stuttgart,Germany,WH-004,Toronto,Health & Personal Care,0.86,50.24,Standard,PrimeDelivery,487.6,4,6,In Transit,Yes,2,16.22,Medium,Credit Card,Normal,Rain,1,No,None,1,16,In Transit
ORD-017814,15-05-2026,CUS-000404,Consumer,Salvador,Brazil,WH-005,London,Grocery,2.54,48.92,International,SpeedyCargo,4851.9,12,20,Delayed,Yes,8,388.57,Large,Credit Card,Normal,Storm,1,No,None,2,22.4,In Transit
ORD-017815,09-01-2026,CUS-005920,Consumer,Philadelphia,United States,WH-003,Chicago,Health & Personal Care,0.44,44.68,International,BlueRoute,2788.8,11,11,Delivered,No,0,115.37,Small,Credit Card,Normal,Clear,4,No,None,1,28.4,Delivered
ORD-017816,03-10-2026,CUS-001799,Consumer,Dallas,United States,WH-009,Dubai,Books,0.62,24.55,Express,BlueRoute,4119.2,4,4,Delivered,No,0,167.85,Medium,Credit Card,Urgent,Rain,5,No,None,1,5.9,Delivered
ORD-017817,27-10-2026,CUS-005766,Consumer,Vancouver,Canada,WH-007,Paris,Home & Kitchen,6.65,10,International,PrimeDelivery,3133.3,12,12,Delivered,No,0,226.12,Large,Debit Card,High,Cloudy,4,Yes,Product Defect,1,9,Delivered
ORD-017818,02-09-2026,CUS-004755,Consumer,Manchester,United Kingdom,WH-002,Los Angeles,Beauty,0.29,73.52,International,SwiftShip,1367.7,11,12,Delivered,Yes,1,59.16,Small,Digital Wallet,Low,Clear,3,No,None,1,13,Delivered
ORD-017819,01-08-2026,CUS-000689,Consumer,San Antonio,United States,WH-001,New York,Automotive,16.73,291.76,International,BlueRoute,2785.8,11,11,Delivered,No,0,327.15,Oversized,Credit Card,High,Rain,4,No,None,1,5.3,Delivered
ORD-017820,18-07-2026,CUS-001745,Consumer,Hyderabad,India,WH-007,Paris,Automotive,0.1,12.77,Standard,SwiftShip,4162.4,7,10,Delivered,Yes,3,106.16,Small,Credit Card,Normal,Extreme Heat,4,No,None,2,22.8,Delivered
ORD-017821,07-05-2026,CUS-000811,Consumer,Nantes,France,WH-008,Sydney,Office Supplies,0.57,12.48,Standard,FastTrack Logistics,1787.2,5,5,Delivered,No,0,42.56,Medium,Debit Card,Low,Clear,5,No,None,1,12.9,Delivered
ORD-017822,24-06-2026,CUS-003563,Consumer,Islamabad,Pakistan,WH-002,Los Angeles,Electronics,2.48,734.78,Standard,BlueRoute,3302.8,6,10,Delivered,Yes,4,114.03,Large,Debit Card,High,Snow,4,No,None,2,3.9,Delivered
ORD-017823,01-07-2026,CUS-001922,Consumer,Los Angeles,United States,WH-003,Chicago,Sports & Fitness,2.91,210.34,International,ParcelPro,1335.6,11,14,Delivered,Yes,3,98.7,Large,Credit Card,High,Snow,2,No,None,1,7.2,Delivered
ORD-017824,05-02-2026,CUS-003952,Enterprise,Pune,India,WH-004,Toronto,Fashion,1.36,188.41,International,FastTrack Logistics,3084.6,12,14,Delivered,Yes,2,172.67,Medium,Debit Card,Normal,Clear,3,Yes,Not as Described,1,27.9,Delivered
ORD-017825,07-06-2026,CUS-001927,Consumer,Sao Paulo,Brazil,WH-003,Chicago,Fashion,0.62,92.51,Standard,PrimeDelivery,470.5,4,4,Delivered,No,0,13.89,Medium,PayPal,Urgent,Clear,5,No,None,1,3.6,Delivered
ORD-017826,30-09-2026,CUS-004419,Small Business,Phoenix,United States,WH-003,Chicago,Electronics,2.46,821.27,International,SwiftShip,3485.6,12,11,Delivered,No,0,276.68,Large,PayPal,High,Cloudy,4,No,None,2,6.2,Delivered
ORD-017827,25-12-2026,CUS-005768,Consumer,Montreal,Canada,WH-008,Sydney,Pet Supplies,6.5,112.94,International,SpeedyCargo,3329.4,12,19,Delivered,Yes,7,269.96,Large,PayPal,Normal,Storm,2,No,None,1,26.3,Delivered
ORD-017828,01-07-2026,CUS-005118,Consumer,Los Angeles,United States,WH-003,Chicago,Sports & Fitness,4.35,154.65,Express,ParcelPro,2598.4,3,3,In Transit,No,0,137.74,Large,Credit Card,Urgent,Extreme Heat,4,No,None,1,5.9,In Transit
ORD-017829,29-03-2026,CUS-004116,Enterprise,Phoenix,United States,WH-009,Dubai,Beauty,0.1,68.87,Economy,FastTrack Logistics,3854,10,12,Delivered,Yes,2,56.97,Small,Credit Card,Urgent,Rain,4,No,None,1,1.9,Delivered
ORD-017830,14-08-2026,CUS-002035,Enterprise,Austin,United States,WH-008,Sydney,Home & Kitchen,0.1,180.2,International,ParcelPro,1009.3,11,14,Delivered,Yes,3,44.97,Small,Credit Card,Low,Storm,4,No,None,1,9.6,Delivered
ORD-017831,28-09-2026,CUS-004921,Small Business,Vancouver,Canada,WH-010,Singapore,Home & Kitchen,0.1,314.55,International,ParcelPro,4690.1,12,13,Delivered,Yes,1,222.48,Small,PayPal,Normal,Cloudy,3,No,None,1,7.9,Delivered
ORD-017832,15-12-2026,CUS-003042,Consumer,Paris,France,WH-003,Chicago,Automotive,16.57,10,Express,SpeedyCargo,91.7,2,2,Delivered,No,0,42.91,Oversized,PayPal,Normal,Extreme Heat,4,No,None,2,6.9,Delivered
ORD-017833,23-08-2026,CUS-001737,Consumer,Manchester,United Kingdom,WH-003,Chicago,Office Supplies,0.36,80.99,Standard,SpeedyCargo,1531.1,5,6,Delivered,Yes,1,36.12,Small,Bank Transfer,Low,Cloudy,3,No,None,1,11.4,Delivered
ORD-017834,11-07-2026,CUS-003786,Enterprise,Edmonton,Canada,WH-002,Los Angeles,Sports & Fitness,4.65,172.96,International,SwiftShip,1800.8,11,16,Delivered,Yes,5,136.19,Large,PayPal,Normal,Snow,2,No,None,1,9.4,Delivered
ORD-017835,05-01-2026,CUS-001813,Consumer,San Antonio,United States,WH-010,Singapore,Home & Kitchen,1.77,271.34,International,SpeedyCargo,1107.1,11,11,Delivered,No,0,71.46,Medium,Debit Card,Normal,Cloudy,4,No,None,1,15.9,Delivered
ORD-017836,22-02-2026,CUS-002680,Consumer,Salvador,Brazil,WH-009,Dubai,Sports & Fitness,1.06,21.44,International,FastTrack Logistics,4103.7,12,15,Delivered,Yes,3,250.47,Medium,PayPal,Low,Clear,3,Yes,Wrong Item,1,12.1,Delivered
ORD-017837,27-03-2026,CUS-003854,Consumer,Montreal,Canada,WH-006,Berlin,Home & Kitchen,3.8,199.46,International,ParcelPro,1710.2,11,11,Delivered,No,0,120.56,Large,Digital Wallet,Urgent,Snow,4,No,None,1,1.5,Delivered
ORD-017838,25-11-2026,CUS-002907,Small Business,Quebec City,Canada,WH-005,London,Toys,1.14,62.43,International,ParcelPro,3838.4,12,12,Delivered,No,0,209.49,Medium,Credit Card,High,Clear,4,No,None,2,10.1,Delivered
ORD-017839,21-07-2026,CUS-006207,Consumer,Austin,United States,WH-009,Dubai,Office Supplies,1.17,53.63,Express,SpeedyCargo,3721.8,4,4,Delivered,No,0,179.23,Medium,Debit Card,High,Cloudy,5,No,None,1,8.9,Delivered
ORD-017840,06-04-2026,CUS-004346,Premium,The Hague,Netherlands,WH-002,Los Angeles,Sports & Fitness,5.69,530.39,Standard,SwiftShip,226.7,4,4,Delivered,No,0,23.09,Large,Debit Card,High,Clear,5,No,None,1,8.2,Delivered
ORD-017841,22-05-2026,CUS-005337,Small Business,Stuttgart,Germany,WH-003,Chicago,Electronics,5.5,17.11,Standard,SpeedyCargo,1867.1,5,6,Delivered,Yes,1,74.28,Large,Debit Card,High,Rain,2,No,None,1,12.1,Delivered
ORD-017842,25-07-2026,CUS-001251,Enterprise,Barcelona,Spain,WH-008,Sydney,Beauty,0.47,16.9,Standard,SwiftShip,564.4,4,4,Delivered,No,0,17.38,Small,Debit Card,Normal,Rain,3,No,None,1,5.6,Delivered
ORD-017843,11-01-2026,CUS-002915,Small Business,Marseille,France,WH-009,Dubai,Beauty,0.54,26.56,Standard,BlueRoute,1391.1,5,6,Delivered,Yes,1,36.84,Medium,Digital Wallet,Normal,Cloudy,4,No,None,2,23.6,Delivered
ORD-017844,03-10-2026,CUS-004997,Consumer,San Diego,United States,WH-003,Chicago,Fashion,0.81,59.58,Express,SwiftShip,134,2,2,Delivered,No,0,20.99,Large,Debit Card,Low,Clear,4,No,None,1,32.9,Delivered
ORD-017845,01-08-2026,CUS-003665,Small Business,Faisalabad,Pakistan,WH-009,Dubai,Grocery,2.14,13.54,Standard,FastTrack Logistics,2601.6,6,10,Delayed,Yes,4,92.95,Large,Bank Transfer,Low,Snow,3,No,None,1,19.1,Exception
ORD-017846,23-11-2026,CUS-000161,Small Business,Montreal,Canada,WH-006,Berlin,Fashion,0.94,101.19,Express,ParcelPro,3290.6,4,6,In Transit,Yes,2,140.35,Medium,Debit Card,High,Snow,3,Yes,Changed Mind,1,13.5,In Transit
ORD-017847,06-05-2026,CUS-000746,Consumer,Amsterdam,Netherlands,WH-008,Sydney,Toys,0.43,80.29,Standard,PrimeDelivery,210.3,4,6,Delivered,Yes,2,9.4,Small,PayPal,Low,Storm,2,No,None,1,44.5,Delivered
ORD-017848,25-10-2026,CUS-005656,Enterprise,Turin,Italy,WH-009,Dubai,Electronics,1.64,945.32,Standard,FastTrack Logistics,643.6,4,4,Delivered,No,0,36.23,Large,Debit Card,Normal,Clear,4,No,None,1,22.9,Delivered
ORD-017849,04-12-2026,CUS-006092,Consumer,Mumbai,India,WH-001,New York,Home & Kitchen,5.33,10,International,ParcelPro,5603.4,13,14,Delivered,Yes,1,479.91,Large,Debit Card,High,Clear,3,No,None,1,4.8,Delivered
ORD-017850,14-10-2026,CUS-005835,Consumer,Faisalabad,Pakistan,WH-008,Sydney,Health & Personal Care,0.76,53.82,Express,FastTrack Logistics,330,2,3,Delivered,Yes,1,19.88,Medium,Credit Card,Normal,Storm,4,No,None,1,3.5,Delivered
ORD-017851,07-05-2026,CUS-004358,Consumer,Rotterdam,Netherlands,WH-006,Berlin,Toys,0.1,158,Economy,SpeedyCargo,1910.7,9,9,Delivered,No,0,25.92,Small,PayPal,High,Rain,5,No,None,1,12.1,Delivered
ORD-017852,02-01-2026,CUS-001229,Small Business,Sheffield,United Kingdom,WH-006,Berlin,Office Supplies,1.08,111.12,International,FastTrack Logistics,2481.4,11,10,Delivered,No,0,177.7,Large,Debit Card,High,Rain,5,No,None,1,10.5,Delivered
ORD-017853,08-03-2026,CUS-000065,Consumer,Edmonton,Canada,WH-003,Chicago,Fashion,0.85,191.5,Express,SpeedyCargo,824.6,2,2,Delivered,No,0,38.33,Medium,Credit Card,High,Clear,4,No,None,1,11.6,Delivered
ORD-017854,15-02-2026,CUS-003752,Premium,Kyoto,Japan,WH-002,Los Angeles,Automotive,2.21,19.97,Express,SwiftShip,584,2,3,Delivered,Yes,1,49.84,Large,Bank Transfer,Normal,Snow,3,No,None,1,8.5,Delivered
ORD-017855,12-01-2026,CUS-005994,Small Business,Cologne,Germany,WH-006,Berlin,Home & Kitchen,4.2,66.02,International,ParcelPro,1270.1,11,10,Delivered,No,0,98.96,Large,Bank Transfer,High,Cloudy,4,No,None,1,10.6,Delivered
ORD-017856,05-09-2026,CUS-003630,Consumer,Hyderabad,India,WH-001,New York,Pet Supplies,2.27,172.46,International,BlueRoute,5705.7,13,17,Delivered,Yes,4,500,Large,PayPal,Normal,Extreme Heat,2,No,None,1,17.8,Delivered
ORD-017857,22-08-2026,CUS-003535,Enterprise,Strasbourg,France,WH-001,New York,Home & Kitchen,4.08,548.12,Express,BlueRoute,574.9,2,2,Delivered,No,0,55.82,Large,Digital Wallet,High,Snow,4,No,None,1,5.3,Delivered
ORD-017858,26-10-2026,CUS-004676,Consumer,Frankfurt,Germany,WH-006,Berlin,Fashion,1.04,31.22,Standard,EagleCourier,1675.3,5,5,Delivered,No,0,42.84,Medium,PayPal,Normal,Clear,4,No,None,2,21.1,Delivered
ORD-017859,26-07-2026,CUS-000400,Small Business,Utrecht,Netherlands,WH-002,Los Angeles,Sports & Fitness,0.1,100.35,International,ParcelPro,1162.7,11,11,Delivered,No,0,50.25,Small,Debit Card,High,Clear,4,No,None,1,4,Delivered
ORD-017860,28-10-2026,CUS-001387,Consumer,Adelaide,Australia,WH-006,Berlin,Health & Personal Care,0.1,48.12,International,GlobalExpress,4414,12,15,In Transit,Yes,3,201.4,Small,PayPal,Normal,Rain,2,No,None,2,23.6,In Transit
ORD-017861,03-07-2026,CUS-003128,Consumer,Bangalore,India,WH-003,Chicago,Electronics,1.93,390,International,SwiftShip,3284.2,12,12,In Transit,No,0,205.68,Medium,Debit Card,High,Cloudy,5,No,None,1,12.9,In Transit
ORD-017862,14-07-2026,CUS-004992,Consumer,Toronto,Canada,WH-004,Toronto,Automotive,4.64,550.74,Express,FastTrack Logistics,53.1,2,2,Delivered,No,0,23.59,Large,Credit Card,Urgent,Rain,4,Yes,Late Delivery,1,7.6,Delivered
ORD-017863,04-09-2026,CUS-004598,Enterprise,London,United Kingdom,WH-006,Berlin,Electronics,7.71,21.05,Express,BlueRoute,2104.3,3,5,Delivered,Yes,2,168.38,Oversized,Bank Transfer,Normal,Snow,2,No,None,1,20.6,Delivered
ORD-017864,30-06-2026,CUS-001901,Enterprise,Sheffield,United Kingdom,WH-001,New York,Electronics,6.41,503.6,Standard,FastTrack Logistics,2764.2,6,7,Delivered,Yes,1,115.39,Large,Credit Card,High,Storm,3,No,None,1,10.9,Delivered
ORD-017865,13-12-2026,CUS-004812,Consumer,Houston,United States,WH-001,New York,Pet Supplies,0.1,106.15,International,BlueRoute,5496.9,13,16,Delivered,Yes,3,252.98,Small,Debit Card,Low,Cloudy,1,No,None,1,24.4,Delivered
ORD-017866,21-10-2026,CUS-001670,Consumer,Philadelphia,United States,WH-006,Berlin,Beauty,0.4,91.48,Standard,SwiftShip,427,4,5,Delivered,Yes,1,11.28,Small,Digital Wallet,Normal,Extreme Heat,3,No,None,1,24.6,Delivered
ORD-017867,09-04-2026,CUS-002355,Consumer,Turin,Italy,WH-004,Toronto,Pet Supplies,0.1,49.61,Standard,ParcelPro,2445.2,6,7,Delivered,Yes,1,55.83,Small,Debit Card,Normal,Clear,3,No,None,1,8.8,Delivered
ORD-017868,29-04-2026,CUS-002105,Consumer,Dallas,United States,WH-003,Chicago,Beauty,0.26,74.18,Express,SpeedyCargo,2998.2,3,3,In Transit,No,0,95.95,Small,Cash on Delivery,Low,Clear,4,No,None,1,7.8,In Transit
ORD-017869,12-05-2026,CUS-005748,Small Business,Hamburg,Germany,WH-003,Chicago,Automotive,13.61,607.88,Standard,FastTrack Logistics,1713.8,5,4,Delivered,No,0,103.76,Oversized,Bank Transfer,Normal,Clear,4,No,None,1,8.1,Delivered
ORD-017870,26-06-2026,CUS-000594,Enterprise,Sheffield,United Kingdom,WH-002,Los Angeles,Toys,0.74,62.17,Standard,SpeedyCargo,1994.9,5,5,Delivered,No,0,45.82,Medium,Bank Transfer,Low,Clear,4,No,None,1,9.2,Delivered
ORD-017871,03-11-2026,CUS-000116,Enterprise,Abu Dhabi,United Arab Emirates,WH-006,Berlin,Toys,1.75,83.52,International,EagleCourier,5888.8,13,17,Delivered,Yes,4,331.56,Medium,Bank Transfer,Normal,Rain,2,No,None,1,22.7,Delivered
ORD-017872,05-02-2026,CUS-005493,Enterprise,Ahmedabad,India,WH-003,Chicago,Home & Kitchen,2.65,442.73,Standard,SwiftShip,6235.7,8,8,Delivered,No,0,271.58,Large,Credit Card,Normal,Cloudy,5,No,None,1,21.4,Delivered
ORD-017873,10-02-2026,CUS-005988,Consumer,Sharjah,United Arab Emirates,WH-006,Berlin,Health & Personal Care,0.44,24.97,International,SwiftShip,5398.3,13,19,Delivered,Yes,6,259.81,Small,Cash on Delivery,Normal,Snow,1,No,None,1,21.5,Delivered
ORD-017874,10-03-2026,CUS-005709,Consumer,Toronto,Canada,WH-001,New York,Grocery,2.39,11.13,Economy,BlueRoute,696,8,9,Delivered,Yes,1,24.51,Large,Digital Wallet,Normal,Clear,3,No,None,1,12.4,Delivered
ORD-017875,02-08-2026,CUS-001091,Small Business,Chennai,India,WH-009,Dubai,Home & Kitchen,0.1,515.42,Express,SpeedyCargo,3029.1,4,4,Delivered,No,0,110.49,Small,PayPal,Urgent,Cloudy,4,No,None,1,1.1,Delivered
ORD-017876,29-08-2026,CUS-003867,Consumer,Nantes,France,WH-009,Dubai,Electronics,0.41,240.86,Standard,PrimeDelivery,1796.1,5,5,Delivered,No,0,36.05,Small,Cash on Delivery,Normal,Clear,4,No,None,1,29.1,Delivered
ORD-017877,16-02-2026,CUS-006036,Enterprise,New York,United States,WH-009,Dubai,Beauty,0.82,45.88,Express,PrimeDelivery,2037,3,3,Delivered,No,0,103.1,Large,Digital Wallet,Normal,Rain,5,No,None,1,23.9,Delivered
ORD-017878,21-02-2026,CUS-000836,Consumer,Hamburg,Germany,WH-008,Sydney,Sports & Fitness,0.13,78.07,Express,SpeedyCargo,1116.7,3,3,Delivered,No,0,39.55,Small,Debit Card,Normal,Cloudy,5,No,None,2,11.3,Delivered
ORD-017879,20-09-2026,CUS-004896,Consumer,Hyderabad,India,WH-002,Los Angeles,Electronics,0.1,115.53,International,GlobalExpress,1813.2,11,12,Delivered,Yes,1,74.33,Small,Credit Card,High,Clear,3,No,None,1,10.7,Delivered
ORD-017880,17-02-2026,CUS-002858,Consumer,Singapore,Singapore,WH-002,Los Angeles,Fashion,0.44,73.05,International,EagleCourier,4052,12,13,Delivered,Yes,1,179.97,Small,Digital Wallet,High,Clear,2,Yes,Changed Mind,1,9,Delivered
ORD-017881,25-01-2026,CUS-003570,Consumer,Montreal,Canada,WH-001,New York,Health & Personal Care,0.73,11.18,International,GlobalExpress,2585.9,11,10,Delivered,No,0,192.51,Large,Digital Wallet,Normal,Clear,4,No,None,1,22.5,Delivered
ORD-017882,20-08-2026,CUS-004175,Small Business,Sydney,Australia,WH-003,Chicago,Home & Kitchen,3.89,571.84,Standard,FastTrack Logistics,2047,5,6,Delivered,Yes,1,69.05,Large,PayPal,High,Storm,3,No,None,2,9,Delivered
ORD-017883,21-11-2026,CUS-004668,Consumer,Milan,Italy,WH-005,London,Beauty,0.63,100.13,Standard,ParcelPro,1942.2,5,7,Delivered,Yes,2,47.89,Medium,PayPal,High,Storm,2,Yes,Not as Described,1,13.3,Delivered
